Date,Time,Round,Home Team,Away Team,Home Score,Away Score,Home Odds,Away Odds,Line,Cover,H/A Cover,F/D Cover,Total Line,O/U,Total,Weather,Temp,H Streak,A Streak,Home 1H,Away 1H,1H Line,1H Total Line,H/A Win?,Winner,W Margin,Cov Margin,F/D Win,Fav,Dog,1H Cover,1H H/A Cover,1H F/D Cover,1H Total,1H Winner,1H H/A Winner,1H F/D Winner,Home 2H,Away 2H,2H Total,HSH,Venue,City,State,Country,Neutral Ven?
7/6/09,,13,NEW,PAR,18,20, 1.26 , 3.72 ,-12.0,PAR,AWAY,DOG,,,38,,,,,,,,,AWAY,PAR,2,14,DOG,NEW,PAR,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,18,20,38,2ND,,#N/A,#N/A,#N/A,
7/6/09,,13,CRO,WAR,18,10, 2.09 , 1.74 ,2.5,CRO,HOME,DOG,,,28,,,,,,,,,HOME,CRO,8,10.5,DOG,WAR,CRO,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,18,10,28,2ND,,#N/A,#N/A,#N/A,
8/6/09,,13,GLD,SGI,28,24, 2.03 , 1.79 ,2.0,GLD,HOME,DOG,,,52,,,,,,,,,HOME,GLD,4,6,DOG,SGI,GLD,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,28,24,52,2ND,,#N/A,#N/A,#N/A,
12/6/09,,14,BRI,CBY,22,44, 2.14 , 1.70 ,3.5,CBY,AWAY,FAV,,,66,,,,,,,,,AWAY,CBY,22,18.5,FAV,CBY,BRI,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,22,44,66,2ND,,#N/A,#N/A,#N/A,
12/6/09,,14,WAR,NEW,13,0, 1.62 , 2.26 ,-4.5,WAR,HOME,FAV,,,13,,,,,,,,,HOME,WAR,13,8.5,FAV,WAR,NEW,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,13,0,13,2ND,,#N/A,#N/A,#N/A,
13/6/09,,14,SOU,MEL,22,28, 4.23 , 1.21 ,14.0,SOU,HOME,DOG,,,50,,,,,,,,,AWAY,MEL,6,8,FAV,MEL,SOU,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,22,28,50,2ND,,#N/A,#N/A,#N/A,
13/6/09,,14,PEN,MAN,6,20, 2.19 , 1.67 ,3.5,MAN,AWAY,FAV,,,26,,,,,,,,,AWAY,MAN,14,10.5,FAV,MAN,PEN,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,6,20,26,2ND,,#N/A,#N/A,#N/A,
13/6/09,,14,SYD,GLD,20,24, 2.22 , 1.66 ,3.5,GLD,AWAY,FAV,,,44,,,,,,,,,AWAY,GLD,4,0.5,FAV,GLD,SYD,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,20,24,44,2ND,,#N/A,#N/A,#N/A,
14/6/09,,14,SGI,NQL,32,18, 1.64 , 2.25 ,-3.5,SGI,HOME,FAV,,,50,,,,,,,,,HOME,SGI,14,10.5,FAV,SGI,NQL,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,32,18,50,2ND,,#N/A,#N/A,#N/A,
14/6/09,,14,CAN,CRO,22,24, 1.40 , 2.94 ,-8.5,CRO,AWAY,DOG,,,46,,,,,,,,,AWAY,CRO,2,10.5,DOG,CAN,CRO,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,22,24,46,2ND,,#N/A,#N/A,#N/A,
15/6/09,,14,PAR,WST,6,23, 1.63 , 2.27 ,-3.5,WST,AWAY,DOG,,,29,,,,,,,,,AWAY,WST,17,20.5,DOG,PAR,WST,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,6,23,29,2ND,,#N/A,#N/A,#N/A,
19/6/09,,15,CBY,PEN,19,12, 1.25 , 3.94 ,-12.5,PEN,AWAY,DOG,,,31,,,,,,,,,HOME,CBY,7,5.5,FAV,CBY,PEN,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,19,12,31,2ND,,#N/A,#N/A,#N/A,
20/6/09,,15,NQL,SYD,24,22, 2.03 , 1.78 ,2.5,NQL,HOME,DOG,,,46,,,,,,,,,HOME,NQL,2,4.5,DOG,SYD,NQL,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,24,22,46,2ND,,#N/A,#N/A,#N/A,
21/6/09,,15,MAN,CAN,20,14, 1.66 , 2.21 ,-3.5,MAN,HOME,FAV,,,34,,,,,,,,,HOME,MAN,6,2.5,FAV,MAN,CAN,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,20,14,34,2ND,,#N/A,#N/A,#N/A,
21/6/09,,15,MEL,WST,14,12, 1.51 , 2.55 ,-6.0,WST,AWAY,DOG,,,26,,,,,,,,,HOME,MEL,2,4,FAV,MEL,WST,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,14,12,26,2ND,,#N/A,#N/A,#N/A,
22/6/09,,15,CRO,BRI,46,12, 1.82 , 1.99 ,-1.5,CRO,HOME,FAV,,,58,,,,,,,,,HOME,CRO,34,32.5,FAV,CRO,BRI,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,46,12,58,2ND,,#N/A,#N/A,#N/A,
26/6/09,,16,CBY,NQL,30,18, 1.47 , 2.64 ,-6.5,CBY,HOME,FAV,,,48,,,,,,,,,HOME,CBY,12,5.5,FAV,CBY,NQL,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,30,18,48,2ND,,#N/A,#N/A,#N/A,
26/6/09,,16,WST,SGI,10,21, 2.89 , 1.41 ,8.5,SGI,AWAY,FAV,,,31,,,,,,,,,AWAY,SGI,11,2.5,FAV,SGI,WST,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,10,21,31,2ND,,#N/A,#N/A,#N/A,
27/6/09,,16,SYD,CRO,19,12, 1.99 , 1.82 ,1.5,SYD,HOME,DOG,,,31,,,,,,,,,HOME,SYD,7,8.5,DOG,CRO,SYD,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,19,12,31,2ND,,#N/A,#N/A,#N/A,
27/6/09,,16,GLD,WAR,28,12, 1.48 , 2.59 ,-6.0,GLD,HOME,FAV,,,40,,,,,,,,,HOME,GLD,16,10,FAV,GLD,WAR,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,28,12,40,2ND,,#N/A,#N/A,#N/A,
28/6/09,,16,PAR,BRI,21,14, 2.15 , 1.70 ,3.5,PAR,HOME,DOG,,,35,,,,,,,,,HOME,PAR,7,10.5,DOG,BRI,PAR,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,21,14,35,2ND,,#N/A,#N/A,#N/A,
28/6/09,,16,CAN,MEL,26,16, 2.72 , 1.45 ,6.5,CAN,HOME,DOG,,,42,,,,,,,,,HOME,CAN,10,16.5,DOG,MEL,CAN,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,26,16,42,2ND,,#N/A,#N/A,#N/A,
29/6/09,,16,NEW,SOU,25,20, 1.38 , 3.02 ,-8.5,SOU,AWAY,DOG,,,45,,,,,,,,,HOME,NEW,5,3.5,FAV,NEW,SOU,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,25,20,45,2ND,,#N/A,#N/A,#N/A,
3/7/09,,17,SGI,SYD,34,12, 1.22 , 4.36 ,-14.0,SGI,HOME,FAV,,,46,,,,,,,,,HOME,SGI,22,8,FAV,SGI,SYD,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,34,12,46,2ND,,#N/A,#N/A,#N/A,
3/7/09,,17,BRI,WAR,28,14,,,,,HOME,#N/A,,,42,,,,,,,,,HOME,BRI,14,14,#N/A,#N/A,#N/A,PUSH,PUSH,#N/A,0,DRAW,DRAW,DRAW,28,14,42,2ND,,#N/A,#N/A,#N/A,
4/7/09,,17,NQL,CRO,24,4, 1.22 , 4.14 ,-14.0,NQL,HOME,FAV,,,28,,,,,,,,,HOME,NQL,20,6,FAV,NQL,CRO,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,24,4,28,2ND,,#N/A,#N/A,#N/A,
4/7/09,,17,MEL,NEW,18,14, 1.33 , 3.32 ,-10.5,NEW,AWAY,DOG,,,32,,,,,,,,,HOME,MEL,4,6.5,FAV,MEL,NEW,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,18,14,32,2ND,,#N/A,#N/A,#N/A,
4/7/09,,17,SOU,WST,20,54, 1.82 , 2.00 ,-1.5,WST,AWAY,DOG,,,74,,,,,,,,,AWAY,WST,34,35.5,DOG,SOU,WST,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,20,54,74,2ND,,#N/A,#N/A,#N/A,
5/7/09,,17,PEN,PAR,38,34, 1.80 , 2.01 ,-2.0,PEN,HOME,FAV,,,72,,,,,,,,,HOME,PEN,4,2,FAV,PEN,PAR,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,38,34,72,2ND,,#N/A,#N/A,#N/A,
5/7/09,,17,CAN,GLD,34,28, 1.53 , 2.48 ,-6.0,PUSH,PUSH,PUSH,,,62,,,,,,,,,HOME,CAN,6,0,FAV,CAN,GLD,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,34,28,62,2ND,,#N/A,#N/A,#N/A,
6/7/09,,17,MAN,CBY,19,12, 1.65 , 2.22 ,-3.5,MAN,HOME,FAV,,,31,,,,,,,,,HOME,MAN,7,3.5,FAV,MAN,CBY,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,19,12,31,2ND,,#N/A,#N/A,#N/A,
10/7/09,,18,SOU,PEN,36,12, 1.53 , 2.50 ,-6.0,SOU,HOME,FAV,,,48,,,,,,,,,HOME,SOU,24,18,FAV,SOU,PEN,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,36,12,48,2ND,,#N/A,#N/A,#N/A,
11/7/09,,18,NEW,CAN,23,4, 1.46 , 2.70 ,-6.5,NEW,HOME,FAV,,,27,,,,,,,,,HOME,NEW,19,12.5,FAV,NEW,CAN,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,23,4,27,2ND,,#N/A,#N/A,#N/A,
12/7/09,,18,SGI,MAN,48,18, 1.44 , 2.74 ,-7.5,SGI,HOME,FAV,,,66,,,,,,,,,HOME,SGI,30,22.5,FAV,SGI,MAN,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,48,18,66,2ND,,#N/A,#N/A,#N/A,
12/7/09,,18,WAR,CBY,14,18, 1.42 , 2.82 ,-7.5,CBY,AWAY,DOG,,,32,,,,,,,,,AWAY,CBY,4,11.5,DOG,WAR,CBY,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,14,18,32,2ND,,#N/A,#N/A,#N/A,
13/7/09,,18,GLD,PAR,18,12, 1.22 , 4.17 ,-14.0,PAR,AWAY,DOG,,,30,,,,,,,,,HOME,GLD,6,8,FAV,GLD,PAR,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,18,12,30,2ND,,#N/A,#N/A,#N/A,
17/7/09,,19,CBY,GLD,23,16, 1.64 , 2.25 ,-3.5,CBY,HOME,FAV,,,39,,,,,,,,,HOME,CBY,7,3.5,FAV,CBY,GLD,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,23,16,39,2ND,,#N/A,#N/A,#N/A,
17/7/09,,19,BRI,SOU,12,44, 1.50 , 2.59 ,-6.0,SOU,AWAY,DOG,,,56,,,,,,,,,AWAY,SOU,32,38,DOG,BRI,SOU,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,12,44,56,2ND,,#N/A,#N/A,#N/A,
18/7/09,,19,CRO,MAN,26,32, 2.60 , 1.49 ,6.0,PUSH,PUSH,PUSH,,,58,,,,,,,,,AWAY,MAN,6,0,FAV,MAN,CRO,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,26,32,58,2ND,,#N/A,#N/A,#N/A,
18/7/09,,19,PEN,CAN,27,14, 1.78 , 2.04 ,-2.5,PEN,HOME,FAV,,,41,,,,,,,,,HOME,PEN,13,10.5,FAV,PEN,CAN,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,27,14,41,2ND,,#N/A,#N/A,#N/A,
19/7/09,,19,WST,NQL,34,14, 1.70 , 2.15 ,-3.5,WST,HOME,FAV,,,48,,,,,,,,,HOME,WST,20,16.5,FAV,WST,NQL,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,34,14,48,2ND,,#N/A,#N/A,#N/A,
19/7/09,,19,SYD,WAR,24,30, 1.68 , 2.19 ,-3.5,WAR,AWAY,DOG,,,54,,,,,,,,,AWAY,WAR,6,9.5,DOG,SYD,WAR,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,24,30,54,2ND,,#N/A,#N/A,#N/A,
20/7/09,,19,PAR,MEL,18,16, 2.39 , 1.56 ,5.5,PAR,HOME,DOG,,,34,,,,,,,,,HOME,PAR,2,7.5,DOG,MEL,PAR,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,18,16,34,2ND,,#N/A,#N/A,#N/A,
24/7/09,,20,MAN,NEW,44,20, 1.38 , 3.00 ,-8.5,MAN,HOME,FAV,,,64,,,,,,,,,HOME,MAN,24,15.5,FAV,MAN,NEW,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,44,20,64,2ND,,#N/A,#N/A,#N/A,
24/7/09,,20,GLD,BRI,34,18, 1.20 , 4.44 ,-14.5,GLD,HOME,FAV,,,52,,,,,,,,,HOME,GLD,16,1.5,FAV,GLD,BRI,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,34,18,52,2ND,,#N/A,#N/A,#N/A,
25/7/09,,20,MEL,CRO,30,10, 1.27 , 3.63 ,-12.0,MEL,HOME,FAV,,,40,,,,,,,,,HOME,MEL,20,8,FAV,MEL,CRO,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,30,10,40,2ND,,#N/A,#N/A,#N/A,
25/7/09,,20,NQL,PEN,20,28, 1.37 , 3.10 ,-9.5,PEN,AWAY,DOG,,,48,,,,,,,,,AWAY,PEN,8,17.5,DOG,NQL,PEN,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,20,28,48,2ND,,#N/A,#N/A,#N/A,
25/7/09,,20,CBY,PAR,8,27, 1.27 , 3.64 ,-12.0,PAR,AWAY,DOG,,,35,,,,,,,,,AWAY,PAR,19,31,DOG,CBY,PAR,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,8,27,35,2ND,,#N/A,#N/A,#N/A,
26/7/09,,20,WAR,SGI,4,29, 2.63 , 1.48 ,6.0,SGI,AWAY,FAV,,,33,,,,,,,,,AWAY,SGI,25,19,FAV,SGI,WAR,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,4,29,33,2ND,,#N/A,#N/A,#N/A,
26/7/09,,20,CAN,WST,4,25, 1.65 , 2.21 ,-3.5,WST,AWAY,DOG,,,29,,,,,,,,,AWAY,WST,21,24.5,DOG,CAN,WST,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,4,25,29,2ND,,#N/A,#N/A,#N/A,
27/7/09,,20,SOU,SYD,40,20, 1.39 , 3.01 ,-8.5,SOU,HOME,FAV,,,60,,,,,,,,,HOME,SOU,20,11.5,FAV,SOU,SYD,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,40,20,60,2ND,,#N/A,#N/A,#N/A,
31/7/09,,21,SGI,MEL,26,12, 1.50 , 2.58 ,-6.0,SGI,HOME,FAV,,,38,,,,,,,,,HOME,SGI,14,8,FAV,SGI,MEL,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,26,12,38,2ND,,#N/A,#N/A,#N/A,
31/7/09,,21,GLD,NQL,18,34, 1.48 , 2.63 ,-6.0,NQL,AWAY,DOG,,,52,,,,,,,,,AWAY,NQL,16,22,DOG,GLD,NQL,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,18,34,52,2ND,,#N/A,#N/A,#N/A,
1/8/09,,21,PEN,WAR,32,32, 1.30 , 3.52 ,-12.0,WAR,AWAY,DOG,,,64,,,,,,,,,DRAW,DRAW,0,12,#SPILL!,PEN,WAR,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,32,32,64,2ND,,#N/A,#N/A,#N/A,
1/8/09,,21,CAN,BRI,56,0, 2.21 , 1.67 ,3.5,CAN,HOME,DOG,,,56,,,,,,,,,HOME,CAN,56,59.5,DOG,BRI,CAN,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,56,0,56,2ND,,#N/A,#N/A,#N/A,
2/8/09,,21,SOU,CBY,18,26, 2.95 , 1.39 ,8.5,SOU,HOME,DOG,,,44,,,,,,,,,AWAY,CBY,8,0.5,FAV,CBY,SOU,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,18,26,44,2ND,,#N/A,#N/A,#N/A,
2/8/09,,21,CRO,PAR,0,30, 2.77 , 1.44 ,7.5,PAR,AWAY,FAV,,,30,,,,,,,,,AWAY,PAR,30,22.5,FAV,PAR,CRO,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,0,30,30,2ND,,#N/A,#N/A,#N/A,
2/8/09,,21,NEW,SYD,18,30,,,,,AWAY,#N/A,,,48,,,,,,,,,AWAY,SYD,12,12,#N/A,#N/A,#N/A,PUSH,PUSH,#N/A,0,DRAW,DRAW,DRAW,18,30,48,2ND,,#N/A,#N/A,#N/A,
3/8/09,,21,WST,MAN,19,18, 2.74 , 1.44 ,7.5,WST,HOME,DOG,,,37,,,,,,,,,HOME,WST,1,8.5,DOG,MAN,WST,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,19,18,37,2ND,,#N/A,#N/A,#N/A,
7/8/09,,22,MEL,NQL,20,8, 1.43 , 2.80 ,-7.5,MEL,HOME,FAV,,,28,,,,,,,,,HOME,MEL,12,4.5,FAV,MEL,NQL,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,20,8,28,2ND,,#N/A,#N/A,#N/A,
7/8/09,,22,PEN,SGI,6,25, 2.75 , 1.44 ,7.5,SGI,AWAY,FAV,,,31,,,,,,,,,AWAY,SGI,19,11.5,FAV,SGI,PEN,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,6,25,31,2ND,,#N/A,#N/A,#N/A,
8/8/09,,22,CBY,CAN,23,20, 1.20 , 4.33 ,-14.5,CAN,AWAY,DOG,,,43,,,,,,,,,HOME,CBY,3,11.5,FAV,CBY,CAN,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,23,20,43,2ND,,#N/A,#N/A,#N/A,
8/8/09,,22,MAN,SOU,22,36, 1.23 , 4.05 ,-12.5,SOU,AWAY,DOG,,,58,,,,,,,,,AWAY,SOU,14,26.5,DOG,MAN,SOU,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,22,36,58,2ND,,#N/A,#N/A,#N/A,
9/8/09,,22,PAR,NEW,40,8, 1.49 , 2.59 ,-6.0,PAR,HOME,FAV,,,48,,,,,,,,,HOME,PAR,32,26,FAV,PAR,NEW,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,40,8,48,2ND,,#N/A,#N/A,#N/A,
9/8/09,,22,SYD,WST,10,17, 2.75 , 1.44 ,7.5,SYD,HOME,DOG,,,27,,,,,,,,,AWAY,WST,7,0.5,FAV,WST,SYD,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,10,17,27,2ND,,#N/A,#N/A,#N/A,
9/8/09,,22,WAR,GLD,10,30, 2.31 , 1.61 ,4.5,GLD,AWAY,FAV,,,40,,,,,,,,,AWAY,GLD,20,15.5,FAV,GLD,WAR,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,10,30,40,2ND,,#N/A,#N/A,#N/A,
10/8/09,,22,BRI,CRO,30,10, 1.18 , 4.55 ,-16.0,BRI,HOME,FAV,,,40,,,,,,,,,HOME,BRI,20,4,FAV,BRI,CRO,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,30,10,40,2ND,,#N/A,#N/A,#N/A,
14/8/09,,23,SOU,GLD,14,22, 1.84 , 1.96 ,-1.5,GLD,AWAY,DOG,,,36,,,,,,,,,AWAY,GLD,8,9.5,DOG,SOU,GLD,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,14,22,36,2ND,,#N/A,#N/A,#N/A,
14/8/09,,23,NQL,CBY,12,22, 1.58 , 2.36 ,-5.5,CBY,AWAY,DOG,,,34,,,,,,,,,AWAY,CBY,10,15.5,DOG,NQL,CBY,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,12,22,34,2ND,,#N/A,#N/A,#N/A,
15/8/09,,23,PAR,WAR,40,4, 1.19 , 4.44 ,-14.5,PAR,HOME,FAV,,,44,,,,,,,,,HOME,PAR,36,21.5,FAV,PAR,WAR,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,40,4,44,2ND,,#N/A,#N/A,#N/A,
15/8/09,,23,CAN,SGI,24,12, 2.78 , 1.43 ,7.5,CAN,HOME,DOG,,,36,,,,,,,,,HOME,CAN,12,19.5,DOG,SGI,CAN,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,24,12,36,2ND,,#N/A,#N/A,#N/A,
15/8/09,,23,SYD,MAN,12,44, 4.43 , 1.20 ,14.5,MAN,AWAY,FAV,,,56,,,,,,,,,AWAY,MAN,32,17.5,FAV,MAN,SYD,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,12,44,56,2ND,,#N/A,#N/A,#N/A,
16/8/09,,23,BRI,PEN,58,24, 1.55 , 2.40 ,-5.5,BRI,HOME,FAV,,,82,,,,,,,,,HOME,BRI,34,28.5,FAV,BRI,PEN,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,58,24,82,2ND,,#N/A,#N/A,#N/A,
16/8/09,,23,CRO,WST,10,56, 3.89 , 1.26 ,12.0,WST,AWAY,FAV,,,66,,,,,,,,,AWAY,WST,46,34,FAV,WST,CRO,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,10,56,66,2ND,,#N/A,#N/A,#N/A,
17/8/09,,23,NEW,MEL,26,14, 2.09 , 1.73 ,3.5,NEW,HOME,DOG,,,40,,,,,,,,,HOME,NEW,12,15.5,DOG,MEL,NEW,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,26,14,40,2ND,,#N/A,#N/A,#N/A,
21/8/09,,24,WST,PAR,18,26, 2.32 , 1.61 ,4.5,PAR,AWAY,FAV,,,44,,,,,,,,,AWAY,PAR,8,3.5,FAV,PAR,WST,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,18,26,44,2ND,,#N/A,#N/A,#N/A,
21/8/09,,24,SGI,BRI,2,12, 1.28 , 3.72 ,-12.0,BRI,AWAY,DOG,,,14,,,,,,,,,AWAY,BRI,10,22,DOG,SGI,BRI,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,2,12,14,2ND,,#N/A,#N/A,#N/A,
22/8/09,,24,PEN,SOU,40,10, 1.35 , 3.08 ,-10.5,PEN,HOME,FAV,,,50,,,,,,,,,HOME,PEN,30,19.5,FAV,PEN,SOU,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,40,10,50,2ND,,#N/A,#N/A,#N/A,
22/8/09,,24,NEW,NQL,32,26, 1.58 , 2.38 ,-5.5,NEW,HOME,FAV,,,58,,,,,,,,,HOME,NEW,6,0.5,FAV,NEW,NQL,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,32,26,58,2ND,,#N/A,#N/A,#N/A,
23/8/09,,24,WAR,CAN,34,20, 1.90 , 1.90 ,-0.5,WAR,HOME,FAV,,,54,,,,,,,,,HOME,WAR,14,13.5,FAV,WAR,CAN,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,34,20,54,2ND,,#N/A,#N/A,#N/A,
23/8/09,,24,MEL,MAN,16,20, 1.94 , 1.87 ,1.5,MAN,AWAY,FAV,,,36,,,,,,,,,AWAY,MAN,4,2.5,FAV,MAN,MEL,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,16,20,36,2ND,,#N/A,#N/A,#N/A,
23/8/09,,24,GLD,CRO,20,10, 1.10 , 6.39 ,-20.0,CRO,AWAY,DOG,,,30,,,,,,,,,HOME,GLD,10,10,FAV,GLD,CRO,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,20,10,30,2ND,,#N/A,#N/A,#N/A,
24/8/09,,24,CBY,SYD,28,4, 1.12 , 5.80 ,-20.0,CBY,HOME,FAV,,,32,,,,,,,,,HOME,CBY,24,4,FAV,CBY,SYD,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,28,4,32,2ND,,#N/A,#N/A,#N/A,
28/8/09,,25,PAR,PEN,48,6, 1.38 , 2.99 ,-8.5,PAR,HOME,FAV,,,54,,,,,,,,,HOME,PAR,42,33.5,FAV,PAR,PEN,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,48,6,54,2ND,,#N/A,#N/A,#N/A,
28/8/09,,25,NQL,BRI,10,16, 2.75 , 1.44 ,7.5,NQL,HOME,DOG,,,26,,,,,,,,,AWAY,BRI,6,1.5,FAV,BRI,NQL,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,10,16,26,2ND,,#N/A,#N/A,#N/A,
29/8/09,,25,SOU,SGI,41,6, 6.45 , 1.10 ,20.0,SOU,HOME,DOG,,,47,,,,,,,,,HOME,SOU,35,55,DOG,SGI,SOU,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,41,6,47,2ND,,#N/A,#N/A,#N/A,
29/8/09,,25,MEL,SYD,38,4, 1.08 , 7.30 ,-22.5,MEL,HOME,FAV,,,42,,,,,,,,,HOME,MEL,34,11.5,FAV,MEL,SYD,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,38,4,42,2ND,,#N/A,#N/A,#N/A,
29/8/09,,25,GLD,WST,36,24, 1.35 , 3.14 ,-10.5,GLD,HOME,FAV,,,60,,,,,,,,,HOME,GLD,12,1.5,FAV,GLD,WST,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,36,24,60,2ND,,#N/A,#N/A,#N/A,
30/8/09,,25,CBY,WAR,40,20, 1.10 , 6.48 ,-20.0,PUSH,PUSH,PUSH,,,60,,,,,,,,,HOME,CBY,20,0,FAV,CBY,WAR,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,40,20,60,2ND,,#N/A,#N/A,#N/A,
30/8/09,,25,MAN,CRO,18,16, 1.06 , 8.23 ,-24.0,CRO,AWAY,DOG,,,34,,,,,,,,,HOME,MAN,2,22,FAV,MAN,CRO,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,18,16,34,2ND,,#N/A,#N/A,#N/A,
31/8/09,,25,CAN,NEW,30,14, 1.80 , 2.01 ,-2.0,CAN,HOME,FAV,,,44,,,,,,,,,HOME,CAN,16,14,FAV,CAN,NEW,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,30,14,44,2ND,,#N/A,#N/A,#N/A,
4/9/09,,26,SGI,PAR,37,0, 1.64 , 2.25 ,-3.5,SGI,HOME,FAV,,,37,,,,,,,,,HOME,SGI,37,33.5,FAV,SGI,PAR,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,37,0,37,2ND,,#N/A,#N/A,#N/A,
4/9/09,,26,WST,CBY,34,12, 2.61 , 1.50 ,6.0,WST,HOME,DOG,,,46,,,,,,,,,HOME,WST,22,28,DOG,CBY,WST,PUSH,PUSH,PUSH,0,DRAW,DRAW,DRAW,34,12,46,2ND,,#N/A,#N/A,#N/A,
